"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.141306840E2,-3.779517371E1,1.449604358E2,5.480705392E1,1.580000043E0,2.181000061E2,3.216000080E0,3.000000000E0
2.151124928E2,-3.779518511E1,1.449604280E2,5.516904260E1,1.500000000E0,2.153999939E2,3.216000080E0,3.000000000E0
2.161092910E2,-3.779519681E1,1.449604209E2,5.500002541E1,1.559999943E0,2.151999969E2,3.216000080E0,3.000000000E0
2.171189195E2,-3.779520909E1,1.449604138E2,5.539106857E1,1.549999952E0,2.091000061E2,3.216000080E0,3.000000000E0
2.181348078E2,-3.779522207E1,1.449604064E2,5.488953655E1,1.600000024E0,2.091000061E2,3.216000080E0,3.000000000E0
2.191117950E2,-3.779523579E1,1.449603995E2,5.439093563E1,1.649999976E0,2.000000000E2,3.216000080E0,3.000000000E0
2.201495817E2,-3.779525036E1,1.449603934E2,5.437500233E1,1.590000033E0,2.001000061E2,3.216000080E0,3.000000000E0
2.211392205E2,-3.779526431E1,1.449603880E2,5.416997887E1,1.580000043E0,2.016999969E2,3.216000080E0,3.000000000E0
2.221175082E2,-3.779527922E1,1.449603824E2,5.395214152E1,1.750000000E0,1.958000031E2,3.216000080E0,3.000000000E0
2.231239434E2,-3.779529579E1,1.449603772E2,5.316057863E1,1.710000038E0,1.956000061E2,3.216000080E0,3.000000000E0
2.241266246E2,-3.779531112E1,1.449603738E2,5.289586396E1,1.600000024E0,1.906999969E2,3.216000080E0,3.000000000E0
2.251096296E2,-3.779532662E1,1.449603713E2,5.287773055E1,1.679999948E0,1.906999969E2,3.216000080E0,3.000000000E0
2.261108760E2,-3.779534368E1,1.449603696E2,5.279276745E1,1.840000033E0,1.841000061E2,3.216000080E0,3.000000000E0
2.271115238E2,-3.779536096E1,1.449603691E2,5.319272724E1,1.789999962E0,1.843000031E2,3.216000080E0,3.000000000E0
2.281266030E2,-3.779537512E1,1.449603692E2,5.325136738E1,1.330000043E0,1.883999939E2,3.216000080E0,3.000000000E0
2.291167599E2,-3.779538976E1,1.449603700E2,5.284003720E1,1.679999948E0,1.871999969E2,3.216000080E0,3.000000000E0
2.301153653E2,-3.779540549E1,1.449603728E2,5.343267467E1,1.570000052E0,1.870000000E2,3.216000080E0,3.000000000E0
2.311113225E2,-3.779541812E1,1.449603762E2,5.339853073E1,1.169999957E0,1.781000061E2,3.216000080E0,3.000000000E0
2.321487114E2,-3.779543135E1,1.449603805E2,5.291162874E1,1.539999962E0,1.775000000E2,3.216000080E0,3.000000000E0
2.331189207E2,-3.779544594E1,1.449603837E2,5.275523826E1,1.429999948E0,1.776000061E2,3.216000080E0,3.000000000E0
2.341192314E2,-3.779546020E1,1.449603869E2,5.285482817E1,1.519999981E0,1.673999939E2,3.216000080E0,3.000000000E0
2.351221898E2,-3.779547417E1,1.449603906E2,5.275782204E1,1.370000005E0,1.675000000E2,3.216000080E0,3.000000000E0
2.361114289E2,-3.779548743E1,1.449603957E2,5.287583818E1,1.399999976E0,1.675000000E2,3.216000080E0,3.000000000E0
2.371329947E2,-3.779550247E1,1.449604019E2,5.282588964E1,1.649999976E0,1.630000000E2,3.216000080E0,3.000000000E0
2.381161205E2,-3.779551815E1,1.449604088E2,5.271325892E1,1.649999976E0,1.626999969E2,3.216000080E0,3.000000000E0
2.391240813E2,-3.779553379E1,1.449604157E2,5.199705137E1,1.580000043E0,1.550000000E2,3.216000080E0,3.000000000E0
2.401213773E2,-3.779554903E1,1.449604230E2,5.152394481E1,1.580000043E0,1.550000000E2,3.216000080E0,3.000000000E0
2.411196553E2,-3.779556284E1,1.449604318E2,5.121519888E1,1.480000019E0,1.506000061E2,3.216000080E0,3.000000000E0
2.421306949E2,-3.779557604E1,1.449604402E2,5.143092670E1,1.529999971E0,1.506999969E2,3.216000080E0,3.000000000E0
2.431221497E2,-3.779558818E1,1.449604503E2,5.207352815E1,1.340000033E0,1.385000000E2,3.216000080E0,3.000000000E0
2.441240732E2,-3.779560023E1,1.449604612E2,5.198889391E1,1.559999943E0,1.393000031E2,3.216000080E0,3.000000000E0
2.451113658E2,-3.779561257E1,1.449604737E2,5.233370156E1,1.570000052E0,1.391000061E2,3.216000080E0,3.000000000E0
2.461272369E2,-3.779562487E1,1.449604866E2,5.220096926E1,1.610000014E0,1.393000031E2,3.216000080E0,3.000000000E0
2.471250368E2,-3.779563726E1,1.449604996E2,5.168994132E1,1.620000005E0,1.365000000E2,3.216000080E0,3.000000000E0
2.481275934E2,-3.779564957E1,1.449605119E2,5.158479791E1,1.539999962E0,1.366000061E2,3.216000080E0,3.000000000E0
2.491313972E2,-3.779566153E1,1.449605257E2,5.144278566E1,1.690000057E0,1.291000061E2,3.216000080E0,3.000000000E0
2.501182335E2,-3.779567235E1,1.449605405E2,5.153770657E1,1.629999995E0,1.281000061E2,3.216000080E0,3.000000000E0
2.511253622E2,-3.779568243E1,1.449605556E2,5.162029537E1,1.629999995E0,1.279000015E2,3.216000080E0,3.000000000E0
2.521289131E2,-3.779569153E1,1.449605715E2,5.161254776E1,1.649999976E0,1.230000000E2,3.216000080E0,3.000000000E0
2.531403954E2,-3.779570060E1,1.449605866E2,5.147858041E1,1.549999952E0,1.235999985E2,3.216000080E0,3.000000000E0
2.541209594E2,-3.779570853E1,1.449606028E2,5.125476404E1,1.620000005E0,1.228000031E2,3.216000080E0,3.000000000E0
2.551202007E2,-3.779571666E1,1.449606185E2,5.078223074E1,1.480000019E0,1.229000015E2,3.216000080E0,3.000000000E0
2.561245862E2,-3.779572424E1,1.449606348E2,5.094079807E1,1.590000033E0,1.144000015E2,3.216000080E0,3.000000000E0
2.571209580E2,-3.779572968E1,1.449606522E2,5.088359752E1,1.450000048E0,1.145000000E2,3.216000080E0,3.000000000E0
2.581265018E2,-3.779573381E1,1.449606709E2,5.157718378E1,1.629999995E0,1.140999985E2,3.216000080E0,3.000000000E0
2.591315578E2,-3.779573630E1,1.449606894E2,5.144495943E1,1.570000052E0,1.058000031E2,3.216000080E0,4.000000000E0
2.601204222E2,-3.779573840E1,1.449607082E2,5.123741596E1,1.679999948E0,1.055000000E2,3.216000080E0,3.000000000E0
2.611183429E2,-3.779574023E1,1.449607263E2,5.086684779E1,1.519999981E0,1.050000000E2,3.216000080E0,4.000000000E0
2.621356519E2,-3.779574232E1,1.449607455E2,5.100445732E1,1.620000005E0,1.044000015E2,3.216000080E0,4.000000000E0
2.631288063E2,-3.779574641E1,1.449607665E2,4.940922136E1,1.700000048E0,9.950000000E1,3.216000080E0,4.000000000E0
2.641273529E2,-3.779574974E1,1.449607865E2,4.893928977E1,1.610000014E0,9.959999847E1,3.216000080E0,4.000000000E0
2.651300589E2,-3.779575257E1,1.449608054E2,4.897241004E1,1.620000005E0,9.919999695E1,3.216000080E0,4.000000000E0
2.661174403E2,-3.779575457E1,1.449608232E2,4.902414524E1,1.629999995E0,9.909999847E1,3.216000080E0,4.000000000E0
2.671224921E2,-3.779575591E1,1.449608400E2,4.899824306E1,1.610000014E0,9.809999847E1,3.216000080E0,4.000000000E0
2.681180718E2,-3.779575763E1,1.449608560E2,4.910771949E1,1.480000019E0,9.840000153E1,3.216000080E0,4.000000000E0
2.691194110E2,-3.779575877E1,1.449608662E2,4.891715480E1,7.599999905E-1,9.469999695E1,3.216000080E0,4.000000000E0
